country,total_earnings,players,game
Paraguay,"$4,675.00 ",1,PLAYERUNKNOWN’S BATTLEGROUNDS
Malta,"$3,775.00 ",1,PLAYERUNKNOWN’S BATTLEGROUNDS
Latvia,"$2,962.50 ",1,PLAYERUNKNOWN’S BATTLEGROUNDS
Panama,"$2,300.00 ",2,PLAYERUNKNOWN’S BATTLEGROUNDS
Peru,"$2,000.00 ",3,PLAYERUNKNOWN’S BATTLEGROUNDS
Bulgaria,"$1,650.00 ",1,PLAYERUNKNOWN’S BATTLEGROUNDS
"Kosovo, Republic of","$1,600.00 ",2,PLAYERUNKNOWN’S BATTLEGROUNDS
Mexico,"$1,000.00 ",2,PLAYERUNKNOWN’S BATTLEGROUNDS
South Africa,$762.50 ,1,PLAYERUNKNOWN’S BATTLEGROUNDS
Cambodia,$500.00 ,4,PLAYERUNKNOWN’S BATTLEGROUNDS
Myanmar,$500.00 ,4,PLAYERUNKNOWN’S BATTLEGROUNDS
Mongolia,$310.00 ,3,PLAYERUNKNOWN’S BATTLEGROUNDS
"Korea, Republic of","$22,256,059.52 ",642,StarCraft II
China,"$1,545,886.72 ",266,StarCraft II
Finland,"$1,319,918.05 ",46,StarCraft II
United States,"$1,313,797.15 ",308,StarCraft II
France,"$1,158,035.41 ",105,StarCraft II
Germany,"$1,139,489.02 ",113,StarCraft II
Poland,"$1,077,647.75 ",68,StarCraft II
Canada,"$913,911.27 ",117,StarCraft II
Sweden,"$725,317.17 ",63,StarCraft II
Mexico,"$571,021.07 ",18,StarCraft II
"Taiwan, Republic of China","$569,826.25 ",75,StarCraft II
Italy,"$530,048.73 ",21,StarCraft II
Norway,"$458,693.69 ",58,StarCraft II
Netherlands,"$440,704.62 ",36,StarCraft II
Ukraine,"$392,377.17 ",37,StarCraft II
Australia,"$314,621.91 ",58,StarCraft II
Russian Federation,"$306,198.68 ",93,StarCraft II
Brazil,"$229,449.47 ",30,StarCraft II
Spain,"$194,677.68 ",32,StarCraft II
Denmark,"$158,016.88 ",35,StarCraft II
United Kingdom,"$134,765.19 ",53,StarCraft II
Chile,"$54,707.45 ",13,StarCraft II
Peru,"$54,344.96 ",17,StarCraft II
New Zealand,"$52,351.89 ",15,StarCraft II
Singapore,"$35,147.09 ",39,StarCraft II
Kazakhstan,"$34,786.25 ",10,StarCraft II
Philippines,"$34,009.90 ",11,StarCraft II
Turkey,"$32,894.75 ",9,StarCraft II
Romania,"$25,013.68 ",6,StarCraft II
Hong Kong,"$23,495.48 ",5,StarCraft II
Austria,"$23,126.25 ",7,StarCraft II
Viet Nam,"$23,085.93 ",8,StarCraft II
Serbia,"$18,939.83 ",1,StarCraft II
Belgium,"$17,346.66 ",10,StarCraft II
Croatia,"$17,045.78 ",9,StarCraft II
Switzerland,"$17,031.78 ",15,StarCraft II
Slovenia,"$16,476.88 ",1,StarCraft II
Japan,"$15,542.34 ",6,StarCraft II
Lithuania,"$14,847.11 ",9,StarCraft II
India,"$13,956.70 ",1,StarCraft II
South Africa,"$13,474.95 ",15,StarCraft II
Belarus,"$12,866.37 ",4,StarCraft II
Thailand,"$11,366.68 ",17,StarCraft II
Venezuela,"$10,371.42 ",5,StarCraft II
Colombia,"$10,023.50 ",3,StarCraft II
Malaysia,"$8,686.93 ",28,StarCraft II
Portugal,"$8,611.73 ",6,StarCraft II
Argentina,"$6,271.40 ",16,StarCraft II
Czech Republic,"$5,831.82 ",17,StarCraft II
Mongolia,"$4,887.50 ",1,StarCraft II
Bulgaria,"$4,429.81 ",11,StarCraft II
Israel,"$3,275.89 ",5,StarCraft II
Slovakia,"$2,615.49 ",4,StarCraft II
Bolivia,"$2,600.00 ",3,StarCraft II
Ireland,"$2,572.34 ",4,StarCraft II
Indonesia,"$2,400.00 ",8,StarCraft II
Myanmar,"$1,425.00 ",7,StarCraft II
Brunei Darussalam,"$1,350.00 ",4,StarCraft II
Lao People's Democratic Republic,"$1,350.00 ",6,StarCraft II
Estonia,"$1,223.89 ",3,StarCraft II
Saudi Arabia,"$1,198.60 ",1,StarCraft II
Syrian Arab Republic,"$1,198.60 ",1,StarCraft II
Panama,"$1,000.00 ",2,StarCraft II
Costa Rica,$637.00 ,2,StarCraft II
United Arab Emirates,$400.00 ,1,StarCraft II
Greece,$384.44 ,2,StarCraft II
"Iran, Islamic Republic of",$333.90 ,2,StarCraft II
Luxembourg,$173.51 ,1,StarCraft II
Hungary,$161.80 ,2,StarCraft II
Uruguay,$50.00 ,1,StarCraft II
"Moldova, Republic of",$7.50 ,1,StarCraft II
"Korea, Republic of","$17,288,337.53 ",719,Overwatch
United States,"$3,207,208.07 ",396,Overwatch
China,"$2,960,434.76 ",487,Overwatch
Sweden,"$1,059,497.52 ",97,Overwatch
Finland,"$942,170.06 ",161,Overwatch
France,"$894,020.47 ",153,Overwatch
United Kingdom,"$713,027.51 ",124,Overwatch
Australia,"$692,814.15 ",182,Overwatch
Canada,"$557,238.99 ",73,Overwatch
"Taiwan, Republic of China","$524,539.98 ",59,Overwatch
Brazil,"$419,161.24 ",145,Overwatch
Japan,"$343,434.85 ",69,Overwatch
Denmark,"$341,027.51 ",58,Overwatch
Saudi Arabia,"$313,148.71 ",25,Overwatch
Russian Federation,"$259,998.37 ",32,Overwatch
Germany,"$240,065.24 ",47,Overwatch
Thailand,"$232,794.18 ",59,Overwatch
Spain,"$214,774.88 ",65,Overwatch
Netherlands,"$181,664.20 ",41,Overwatch
Norway,"$127,863.03 ",41,Overwatch
Israel,"$117,661.76 ",16,Overwatch
Argentina,"$106,884.93 ",44,Overwatch
Iceland,"$100,832.36 ",11,Overwatch
Belgium,"$83,053.25 ",12,Overwatch
New Zealand,"$82,618.19 ",17,Overwatch
Singapore,"$73,618.53 ",36,Overwatch
Hong Kong,"$73,535.43 ",14,Overwatch
Portugal,"$70,672.48 ",61,Overwatch
Viet Nam,"$62,119.20 ",13,Overwatch
United Arab Emirates,"$57,968.70 ",23,Overwatch
Italy,"$56,554.69 ",48,Overwatch
Austria,"$54,254.22 ",36,Overwatch
Kuwait,"$43,813.42 ",20,Overwatch
Switzerland,"$41,698.16 ",15,Overwatch
Latvia,"$40,022.31 ",10,Overwatch
Romania,"$38,296.44 ",11,Overwatch
Poland,"$33,833.24 ",49,Overwatch
Chile,"$33,422.85 ",22,Overwatch
Mexico,"$32,773.36 ",16,Overwatch
Estonia,"$32,501.70 ",14,Overwatch
Czech Republic,"$29,864.01 ",29,Overwatch
Puerto Rico,"$28,867.44 ",1,Overwatch
Ireland,"$24,666.27 ",17,Overwatch
Ethiopia,"$23,669.95 ",1,Overwatch
Jordan,"$17,936.62 ",3,Overwatch
Turkey,"$16,249.53 ",11,Overwatch
Dominican Republic,"$16,168.08 ",1,Overwatch
Ukraine,"$13,998.26 ",5,Overwatch
Lebanon,"$11,686.17 ",2,Overwatch
Egypt,"$11,111.11 ",1,Overwatch
Colombia,"$8,579.73 ",9,Overwatch
India,"$7,524.70 ",8,Overwatch
Peru,"$7,185.27 ",3,Overwatch
South Africa,"$7,044.80 ",18,Overwatch
Bulgaria,"$6,727.75 ",7,Overwatch
Uruguay,"$6,528.62 ",4,Overwatch
Philippines,"$6,190.89 ",6,Overwatch
Belarus,"$6,094.19 ",4,Overwatch
Croatia,"$5,798.80 ",17,Overwatch
Paraguay,"$5,054.97 ",8,Overwatch
Malta,"$3,263.46 ",23,Overwatch
Hungary,"$2,158.71 ",10,Overwatch
Pakistan,"$1,616.67 ",2,Overwatch
Lithuania,"$1,512.91 ",2,Overwatch
Kenya,"$1,482.62 ",1,Overwatch
Venezuela,"$1,178.43 ",2,Overwatch
Serbia,"$1,170.26 ",2,Overwatch
Malaysia,$607.58 ,14,Overwatch
Syrian Arab Republic,$408.39 ,1,Overwatch
Greece,$316.07 ,2,Overwatch
Morocco,$249.61 ,1,Overwatch
Tunisia,$249.61 ,1,Overwatch
French Polynesia,$245.63 ,1,Overwatch
Indonesia,$148.89 ,1,Overwatch
Slovakia,$82.24 ,4,Overwatch
Slovenia,$58.66 ,1,Overwatch
China,"$16,804,355.89 ",202,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Japan,"$2,518,446.66 ",81,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
"Taiwan, Republic of China","$1,875,100.93 ",39,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Thailand,"$1,385,068.75 ",88,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Turkey,"$1,208,359.63 ",51,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Russian Federation,"$1,192,808.89 ",58,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Indonesia,"$1,085,071.43 ",138,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
India,"$851,534.39 ",176,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
United States,"$679,551.83 ",116,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
"Korea, Republic of","$567,649.85 ",25,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Malaysia,"$555,876.30 ",84,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Brazil,"$524,351.00 ",74,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Mongolia,"$495,291.19 ",30,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Viet Nam,"$473,940.92 ",62,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Iraq,"$460,271.71 ",47,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Nepal,"$230,718.57 ",69,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Chile,"$182,161.25 ",9,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Saudi Arabia,"$139,915.73 ",60,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Algeria,"$113,086.17 ",12,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Ukraine,"$104,870.83 ",27,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Kazakhstan,"$96,781.68 ",14,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
France,"$91,858.97 ",16,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Romania,"$90,246.33 ",24,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Belarus,"$86,385.42 ",5,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Morocco,"$84,579.17 ",20,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Germany,"$80,189.65 ",43,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Argentina,"$77,192.25 ",16,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Uruguay,"$57,515.72 ",7,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Spain,"$56,099.84 ",19,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Cambodia,"$49,323.76 ",18,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Mexico,"$47,891.69 ",22,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Azerbaijan,"$46,350.00 ",1,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Pakistan,"$42,400.02 ",93,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Philippines,"$33,374.66 ",38,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Syrian Arab Republic,"$31,935.19 ",9,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Lithuania,"$29,943.34 ",2,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Lebanon,"$28,162.50 ",12,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Colombia,"$22,487.50 ",4,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Bangladesh,"$22,250.02 ",15,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
United Arab Emirates,"$22,091.67 ",14,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Italy,"$21,300.02 ",6,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Canada,"$19,535.09 ",11,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Kuwait,"$19,268.51 ",18,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
United Kingdom,"$18,549.99 ",8,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Egypt,"$17,083.33 ",12,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Switzerland,"$15,811.16 ",4,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Myanmar,"$15,600.00 ",7,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Netherlands,"$14,628.56 ",3,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Jordan,"$14,425.03 ",11,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Hungary,"$13,035.12 ",7,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Venezuela,"$11,313.75 ",2,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Albania,"$11,099.99 ",7,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Kyrgyzstan,"$10,615.00 ",1,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Israel,"$10,325.00 ",10,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Belgium,"$10,000.00 ",4,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
North Macedonia,"$8,525.00 ",2,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Libyan Arab Jamahiriya,"$8,333.35 ",5,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
"Palestinian Territory, Occupied","$8,042.63 ",3,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Dominican Republic,"$5,600.00 ",8,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Poland,"$4,636.66 ",4,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
"Kosovo, Republic of","$4,166.66 ",2,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Ireland,"$4,000.00 ",2,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Nigeria,"$4,000.00 ",4,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Bulgaria,"$3,925.00 ",2,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Afghanistan,"$3,686.67 ",2,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Hong Kong,"$3,600.00 ",6,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Sweden,"$2,741.67 ",5,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Austria,"$2,595.00 ",3,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Slovenia,"$2,558.33 ",1,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Panama,"$1,400.00 ",1,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Angola,"$1,200.00 ",3,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
South Africa,"$1,083.33 ",1,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Zimbabwe,"$1,083.33 ",1,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Tunisia,$925.00 ,1,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Luxembourg,$750.00 ,1,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Brunei Darussalam,$500.00 ,8,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Czech Republic,$500.00 ,2,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Sri Lanka,$500.00 ,1,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Singapore,$320.00 ,1,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Belize,$250.00 ,1,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Nicaragua,$225.00 ,2,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Paraguay,$170.00 ,1,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Ecuador,$100.00 ,1,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
China,"$4,209,515.20 ",441,Hearthstone
United States,"$3,655,990.44 ",356,Hearthstone
"Korea, Republic of","$1,781,136.90 ",226,Hearthstone
Germany,"$1,653,102.80 ",115,Hearthstone
"Taiwan, Republic of China","$1,317,341.35 ",91,Hearthstone
Canada,"$1,276,376.56 ",116,Hearthstone
Japan,"$1,261,873.37 ",100,Hearthstone
France,"$1,229,084.70 ",214,Hearthstone
Russian Federation,"$966,059.63 ",136,Hearthstone
Ukraine,"$819,974.24 ",41,Hearthstone
Sweden,"$734,277.27 ",55,Hearthstone
Netherlands,"$725,832.55 ",37,Hearthstone
Czech Republic,"$485,434.80 ",58,Hearthstone
United Kingdom,"$431,466.91 ",86,Hearthstone
Denmark,"$422,611.20 ",47,Hearthstone
Norway,"$414,017.46 ",25,Hearthstone
Argentina,"$368,679.66 ",24,Hearthstone
Hong Kong,"$348,296.10 ",34,Hearthstone
Brazil,"$320,741.87 ",73,Hearthstone
Italy,"$308,291.62 ",92,Hearthstone
Spain,"$305,199.92 ",82,Hearthstone
Greece,"$280,374.96 ",56,Hearthstone
Romania,"$270,571.89 ",24,Hearthstone
Poland,"$258,308.77 ",97,Hearthstone
Philippines,"$251,920.27 ",19,Hearthstone
Turkey,"$215,578.39 ",27,Hearthstone
Finland,"$187,266.05 ",54,Hearthstone
Belgium,"$158,607.96 ",32,Hearthstone
Singapore,"$147,041.77 ",32,Hearthstone
Australia,"$129,426.89 ",41,Hearthstone
Thailand,"$123,887.75 ",29,Hearthstone
Kazakhstan,"$86,935.98 ",11,Hearthstone
Portugal,"$81,077.85 ",26,Hearthstone
New Zealand,"$75,925.72 ",14,Hearthstone
Mexico,"$58,662.00 ",14,Hearthstone
Switzerland,"$55,781.32 ",28,Hearthstone
Hungary,"$51,213.73 ",22,Hearthstone
Viet Nam,"$46,617.07 ",23,Hearthstone
Croatia,"$38,348.09 ",14,Hearthstone
Bulgaria,"$37,557.32 ",16,Hearthstone
Peru,"$35,620.28 ",17,Hearthstone
Israel,"$35,092.15 ",14,Hearthstone
Indonesia,"$31,888.00 ",13,Hearthstone
Chile,"$30,203.42 ",17,Hearthstone
South Africa,"$28,885.19 ",10,Hearthstone
Malaysia,"$25,884.08 ",19,Hearthstone
Austria,"$25,766.26 ",24,Hearthstone
Belarus,"$23,323.69 ",13,Hearthstone
Lithuania,"$21,552.62 ",5,Hearthstone
Slovakia,"$21,487.76 ",19,Hearthstone
Colombia,"$16,283.42 ",2,Hearthstone
India,"$15,547.75 ",3,Hearthstone
"Palestinian Territory, Occupied","$15,000.00 ",1,Hearthstone
Luxembourg,"$14,682.80 ",1,Hearthstone
Algeria,"$13,244.37 ",5,Hearthstone
Tunisia,"$6,974.96 ",6,Hearthstone
Iceland,"$5,343.45 ",3,Hearthstone
Estonia,"$4,808.30 ",2,Hearthstone
Egypt,"$3,746.50 ",3,Hearthstone
Uruguay,"$3,050.00 ",3,Hearthstone
Bahrain,"$2,250.00 ",1,Hearthstone
Serbia,"$2,226.59 ",4,Hearthstone
Slovenia,"$1,500.00 ",2,Hearthstone
Syrian Arab Republic,"$1,498.25 ",1,Hearthstone
Azerbaijan,"$1,200.00 ",1,Hearthstone
Jordan,"$1,198.60 ",1,Hearthstone
Costa Rica,"$1,000.00 ",1,Hearthstone
Honduras,"$1,000.00 ",1,Hearthstone
Latvia,"$1,000.00 ",1,Hearthstone
Mauritania,$759.00 ,1,Hearthstone
Venezuela,$630.00 ,2,Hearthstone
Madagascar,$458.00 ,1,Hearthstone
Bosnia and Herzegovina,$202.32 ,2,Hearthstone
Cyprus,$138.36 ,2,Hearthstone
Kuwait,$125.00 ,1,Hearthstone
Lebanon,$125.00 ,1,Hearthstone
Kyrgyzstan,$119.31 ,1,Hearthstone
Cuba,$100.00 ,1,Hearthstone
"Iran, Islamic Republic of",$100.00 ,3,Hearthstone
--UNDEFINED--,$77.84 ,2,Hearthstone
Brazil,"$5,608,883.82 ",170,Rainbow Six Siege
United States,"$5,391,907.85 ",275,Rainbow Six Siege
Russian Federation,"$1,610,290.79 ",70,Rainbow Six Siege
France,"$1,525,636.57 ",173,Rainbow Six Siege
Finland,"$1,005,083.70 ",73,Rainbow Six Siege
Canada,"$904,006.63 ",80,Rainbow Six Siege
Japan,"$889,376.88 ",101,Rainbow Six Siege
Australia,"$810,902.05 ",114,Rainbow Six Siege
"Korea, Republic of","$699,748.51 ",111,Rainbow Six Siege
United Kingdom,"$657,317.65 ",141,Rainbow Six Siege
Germany,"$553,893.30 ",116,Rainbow Six Siege
Sweden,"$486,053.20 ",30,Rainbow Six Siege
Spain,"$439,284.52 ",87,Rainbow Six Siege
Mexico,"$416,816.75 ",15,Rainbow Six Siege
Denmark,"$390,893.10 ",17,Rainbow Six Siege
Saudi Arabia,"$335,687.00 ",74,Rainbow Six Siege
Singapore,"$280,338.34 ",27,Rainbow Six Siege
Thailand,"$268,935.76 ",29,Rainbow Six Siege
Estonia,"$170,964.23 ",2,Rainbow Six Siege
Greece,"$136,737.06 ",6,Rainbow Six Siege
Poland,"$126,420.51 ",67,Rainbow Six Siege
Belgium,"$112,486.84 ",30,Rainbow Six Siege
Italy,"$102,303.88 ",33,Rainbow Six Siege
Hungary,"$69,114.15 ",16,Rainbow Six Siege
Croatia,"$61,545.57 ",7,Rainbow Six Siege
Netherlands,"$60,506.19 ",68,Rainbow Six Siege
Switzerland,"$49,624.60 ",22,Rainbow Six Siege
China,"$47,758.48 ",8,Rainbow Six Siege
New Zealand,"$40,901.61 ",9,Rainbow Six Siege
Turkey,"$29,647.82 ",21,Rainbow Six Siege
Indonesia,"$24,533.39 ",31,Rainbow Six Siege
"Taiwan, Republic of China","$20,050.00 ",15,Rainbow Six Siege
Austria,"$15,953.27 ",25,Rainbow Six Siege
India,"$14,357.14 ",19,Rainbow Six Siege
Bulgaria,"$11,710.14 ",1,Rainbow Six Siege
Bangladesh,"$10,928.56 ",7,Rainbow Six Siege
Czech Republic,"$8,893.36 ",6,Rainbow Six Siege
Pakistan,"$8,539.28 ",7,Rainbow Six Siege
Malaysia,"$8,453.34 ",8,Rainbow Six Siege
Jordan,"$5,382.17 ",2,Rainbow Six Siege
Norway,"$4,373.10 ",7,Rainbow Six Siege
Ireland,"$4,329.37 ",4,Rainbow Six Siege
Slovakia,"$4,276.18 ",2,Rainbow Six Siege
Hong Kong,"$3,780.00 ",8,Rainbow Six Siege
Portugal,"$2,498.50 ",5,Rainbow Six Siege
Latvia,"$2,311.01 ",2,Rainbow Six Siege
Luxembourg,"$2,263.99 ",1,Rainbow Six Siege
Sri Lanka,"$1,500.00 ",4,Rainbow Six Siege
Slovenia,"$1,190.96 ",1,Rainbow Six Siege
Kuwait,"$1,066.67 ",1,Rainbow Six Siege
Iraq,"$1,066.28 ",1,Rainbow Six Siege
Lebanon,"$1,066.28 ",1,Rainbow Six Siege
Kazakhstan,$845.97 ,1,Rainbow Six Siege
Ukraine,$770.50 ,4,Rainbow Six Siege
Macao,$770.00 ,2,Rainbow Six Siege
South Africa,$491.67 ,1,Rainbow Six Siege
Venezuela,$462.16 ,1,Rainbow Six Siege
Tunisia,$452.32 ,1,Rainbow Six Siege
Viet Nam,$250.00 ,1,Rainbow Six Siege
Puerto Rico,$200.00 ,1,Rainbow Six Siege
Belarus,$163.93 ,1,Rainbow Six Siege
Serbia,$35.45 ,1,Rainbow Six Siege
"Korea, Republic of","$5,814,962.72 ",143,Heroes of the Storm
China,"$3,261,767.20 ",201,Heroes of the Storm
United States,"$2,527,124.77 ",161,Heroes of the Storm
Sweden,"$1,300,218.99 ",31,Heroes of the Storm
Germany,"$773,632.58 ",52,Heroes of the Storm
United Kingdom,"$508,934.27 ",25,Heroes of the Storm
France,"$475,468.52 ",48,Heroes of the Storm
Canada,"$468,349.60 ",33,Heroes of the Storm
"Taiwan, Republic of China","$463,354.82 ",63,Heroes of the Storm
Australia,"$363,315.70 ",87,Heroes of the Storm
Poland,"$310,943.11 ",53,Heroes of the Storm
Denmark,"$285,650.48 ",11,Heroes of the Storm
Bulgaria,"$203,599.79 ",5,Heroes of the Storm
Brazil,"$169,044.76 ",49,Heroes of the Storm
Spain,"$139,877.08 ",27,Heroes of the Storm
Slovenia,"$111,344.32 ",3,Heroes of the Storm
Singapore,"$83,584.15 ",39,Heroes of the Storm
Norway,"$80,069.73 ",5,Heroes of the Storm
Philippines,"$78,800.00 ",23,Heroes of the Storm
Russian Federation,"$75,775.09 ",24,Heroes of the Storm
Croatia,"$72,193.01 ",1,Heroes of the Storm
Netherlands,"$47,186.41 ",11,Heroes of the Storm
Austria,"$42,242.63 ",1,Heroes of the Storm
Ukraine,"$33,867.12 ",8,Heroes of the Storm
Mexico,"$27,733.30 ",13,Heroes of the Storm
Peru,"$27,683.33 ",14,Heroes of the Storm
Latvia,"$27,007.30 ",2,Heroes of the Storm
Hong Kong,"$24,195.48 ",6,Heroes of the Storm
New Zealand,"$22,187.50 ",7,Heroes of the Storm
Argentina,"$18,270.60 ",18,Heroes of the Storm
Portugal,"$15,588.36 ",6,Heroes of the Storm
Thailand,"$14,387.55 ",11,Heroes of the Storm
Switzerland,"$12,181.19 ",3,Heroes of the Storm
Malaysia,"$11,650.00 ",21,Heroes of the Storm
Serbia,"$10,500.00 ",1,Heroes of the Storm
Italy,"$9,200.57 ",9,Heroes of the Storm
Chile,"$7,066.67 ",20,Heroes of the Storm
Hungary,"$4,663.32 ",8,Heroes of the Storm
Venezuela,"$3,583.33 ",3,Heroes of the Storm
Belgium,"$2,098.94 ",6,Heroes of the Storm
Finland,"$1,828.92 ",6,Heroes of the Storm
Czech Republic,"$1,500.00 ",5,Heroes of the Storm
Japan,"$1,002.00 ",5,Heroes of the Storm
Greece,$578.92 ,6,Heroes of the Storm
Iceland,$328.92 ,1,Heroes of the Storm
Cuba,$94.90 ,1,Heroes of the Storm
Lithuania,$44.68 ,1,Heroes of the Storm
Jamaica,$30.00 ,1,Heroes of the Storm
United States,"$5,154,347.23 ",410,Rocket League
France,"$2,250,404.45 ",125,Rocket League
United Kingdom,"$1,584,177.29 ",221,Rocket League
Canada,"$1,275,186.74 ",84,Rocket League
Australia,"$1,183,998.24 ",169,Rocket League
Netherlands,"$875,195.34 ",121,Rocket League
Brazil,"$607,033.11 ",69,Rocket League
Spain,"$590,674.57 ",72,Rocket League
Sweden,"$533,822.18 ",31,Rocket League
Germany,"$468,583.80 ",117,Rocket League
Denmark,"$302,052.79 ",40,Rocket League
Finland,"$279,834.51 ",22,Rocket League
Saudi Arabia,"$265,406.89 ",60,Rocket League
Italy,"$205,249.62 ",49,Rocket League
Austria,"$167,845.86 ",28,Rocket League
Belgium,"$167,349.13 ",42,Rocket League
Argentina,"$167,024.86 ",16,Rocket League
Norway,"$154,055.52 ",48,Rocket League
New Zealand,"$135,997.32 ",15,Rocket League
Japan,"$120,808.35 ",49,Rocket League
Chile,"$94,099.92 ",12,Rocket League
Switzerland,"$82,143.35 ",69,Rocket League
South Africa,"$79,608.75 ",37,Rocket League
Ireland,"$66,988.59 ",23,Rocket League
Indonesia,"$47,943.66 ",13,Rocket League
Morocco,"$44,800.99 ",1,Rocket League
Singapore,"$38,099.15 ",12,Rocket League
Mexico,"$18,374.97 ",15,Rocket League
Portugal,"$14,228.79 ",20,Rocket League
India,"$12,786.68 ",9,Rocket League
Poland,"$10,560.36 ",12,Rocket League
Czech Republic,"$9,665.38 ",11,Rocket League
Malaysia,"$9,575.83 ",3,Rocket League
Iceland,"$8,587.93 ",1,Rocket League
Puerto Rico,"$6,462.48 ",6,Rocket League
Yemen,"$5,503.33 ",1,Rocket League
Hungary,"$4,865.11 ",23,Rocket League
Uruguay,"$4,166.66 ",3,Rocket League
Croatia,"$3,422.20 ",8,Rocket League
Thailand,"$3,050.00 ",2,Rocket League
Philippines,"$3,000.00 ",4,Rocket League
